t,date,cases_new,cases_recovered,cases_active,daily_vaccinated,FIXED,new_exposed_over,new_exposed_under,new_exposed,E(t)= NewCt+1 / delta,delta E(t),S,S/N,S/N * I,beta1,beta2,gamma1,gamma2,x1,match_check,x3,x4,vax_daily_p,vax_daily_f,vax_daily_bo,vax_daily_total,new_cases_unvax,new_cases_pvax,new_cases_fvax,new_cases_boost,new_cases_total,new_exposed_over_p,new_exposed_under_p,new_exposed_p,new_exposed_over_f,new_exposed_under_f,new_exposed_f,e_p,e_f,,ve_p,ve_f,vax_p_cum,vax_f_cum,ncass_vax_p_cum,ncass_vax_f_cum
322,11/18/2021,6380,5760,67164,21817,,6305,4646.5,5475.75,38130,6355,4645153.083,0.142489358,9570.155267,0.5721694,3.433016402,0.0749062,,,1,1279,1324,7393,21807,99224,128424,1535,71,4651,123,6380,69.83333333,52.16666667,61,4581.666667,3370.833333,3976.25,1.23E-07,2.71E-06,,99.67001661,99.53030407,25656472,25371442,392702,528721
323,11/19/2021,6355,5031,68443,18008,,6202.5,4681.833333,5442.166667,35154,5859,4617860.333,0.141652157,9695.098613,0.56133175,3.367990497,0.072615169,,,1,851,889,6885,17990,84214,109089,1645,74,4514,122,6355,66.5,52.83333333,59.66666667,4500.333333,3390.5,3945.416667,1.27E-07,3.20E-06,,99.6703694,99.52774128,25663357,25389432,392776,533235
324,11/20/2021,5859,4970,69294,6686,,6069.5,4456,5262.75,29124,4854,4594410.167,0.140932827,9765.799328,0.53889598,3.23337588,0.079732733,,,1,-717,-671,3188,6676,38504,48368,1479,69,4187,124,5859,64.33333333,45.83333333,55.08333333,4393.333333,3229.166667,3811.25,2.49E-07,8.24E-06,,99.67050323,99.52453667,25666545,25396108,392845,537422
325,11/21/2021,4854,5525,68577,5287,,5950.333333,4178,5064.166667,29310,4885,4582461.417,0.140566301,9639.615232,0.525349461,3.152096766,0.082068332,,,1,-784,-743,2767,5275,31126,39168,1143,53,3569,89,4854,61,39.66666667,50.33333333,4317.666667,3032.833333,3675.25,2.65E-07,1.02E-05,,99.67062526,99.52177569,25669312,25401383,392898,540991
326,11/22/2021,4885,5628,67793,12514,,5897.666667,3967.166667,4932.416667,33564,5594,4572110.25,0.140248781,9507.885588,0.518771142,3.112626853,0.072396855,,,1,637,686,5288,12496,95100,112884,1165,49,3578,93,4885,57.83333333,38.83333333,48.33333333,4282,2887,3584.5,1.35E-07,4.23E-06,,99.67090282,99.51963112,25674600,25413879,392947,544569
327,11/23/2021,5594,4908,68430,11153,,5841.333333,3956.833333,4899.083333,34530,5755,4554663.833,0.139713615,9560.602642,0.512424114,3.074544681,0.074265673,,,1,630,673,5526,11133,123247,139906,1364,75,4049,106,5594,54.5,38.5,46.5,4248.833333,2868,3558.416667,1.23E-07,4.67E-06,,99.67117266,99.51695977,25680126,25425012,393022,548618
328,11/24/2021,5755,5082,69060,9115,,5849.666667,4075,4962.333333,36864,6144,4538611.75,0.139221219,9614.617407,0.516123848,3.096743088,0.095598031,,,1,-508,-458,5436,9095,128580,143111,1422,73,4114,146,5755,52.83333333,36.33333333,44.58333333,4254.166667,2963.833333,3609,1.19E-07,5.75E-06,,99.67143875,99.51406585,25685562,25434107,393095,552732
329,11/25/2021,6144,6602,68552,6435,,5816.166667,4293.666667,5054.916667,33006,5501,4524534.417,0.138789399,9514.2909,0.531297258,3.187783548,0.097210876,,,1,-1206,-1163,6041,6394,131299,143734,1489,60,4470,125,6144,53.33333333,38.5,45.91666667,4226.333333,3124.666667,3675.5,1.11E-07,8.39E-06,,99.67175229,99.5106279,25691603,25440501,393155,557202
330,11/26/2021,5501,6664,67346,7075,,5826,4428.5,5127.25,30582,5097,4513044.5,0.138436948,9323.17469,0.549946791,3.299680744,0.079470199,,,1,-301,-255,5088,7061,104490,116639,1320,56,4014,111,5501,54.16666667,41.83333333,48,4228.333333,3223.5,3725.916667,1.40E-07,7.84E-06,,99.67201171,99.50766361,25696691,25447562,393211,561216
331,11/27/2021,5097,5352,67045,5629,,5855.166667,4331.666667,5093.416667,25434,4239,4500842.25,0.138062646,9256.410081,0.550258321,3.301549924,0.074681184,,,1,-806,-768,2598,5622,48557,56777,1238,53,3696,110,5097,54.66666667,39,46.83333333,4248.333333,3139.833333,3694.083333,2.69E-07,9.80E-06,,99.67212356,99.50486302,25699289,25453184,393264,564912
332,11/28/2021,4239,5007,66239,3832,,5869.5,4135.5,5002.5,24522,4087,4490119.833,0.137733737,9123.34502,0.548318625,3.289911752,0.075242682,,,1,-938,-897,2149,3830,37835,43814,1033,33,3081,92,4239,53.16666667,36.5,44.83333333,4256.166667,2999.166667,3627.666667,3.15E-07,1.43E-05,,99.67222524,99.50245637,25701438,25457014,393297,567993
333,11/29/2021,4087,4984,65301,7238,,5799.666667,3995.333333,4897.5,29274,4879,4481285.333,0.13746274,8976.454403,0.545594037,3.273564225,0.079141208,,,1,-323,-289,4666,7221,100204,112091,1031,36,2936,84,4087,51,37.5,44.25,4218.5,2894.333333,3556.416667,1.45E-07,7.54E-06,,99.67247605,99.500486,25706104,25464235,393333,570929
334,11/30/2021,4879,5168,64978,9190,,5739.666667,3906.833333,4823.25,32634,5439,4469149.833,0.137090486,8907.865579,0.541459675,3.248758049,0.104696974,,,1,-1395,-1364,4813,9170,125208,139191,1125,55,3595,104,4879,53.16666667,36.66666667,44.91666667,4179,2832.333333,3505.666667,1.44E-07,5.88E-06,,99.67271966,99.49811102,25710917,25473405,393388,574524
335,12/1/2021,5439,6803,63583,8655,,5657.5,3998.5,4828,34836,5806,4455136.583,0.136660631,8689.292926,0.555626337,3.333758022,0.113961279,,,1,-1484,-1440,4846,8640,133457,146943,1363,54,3900,122,5439,52.66666667,36.16666667,44.41666667,4109.833333,2916.5,3513.166667,1.44E-07,6.40E-06,,99.67296608,99.49542636,25715763,25482045,393442,578424
336,12/2/2021,5806,7246,62099,9468,,5612.5,4125.166667,4868.833333,33306,5551,4441653.583,0.136247042,8460.805088,0.575457451,3.452744709,0.085363693,,,1,204,250,5520,9458,139738,154716,1325,40,4271,170,5806,49.66666667,37,43.33333333,4078.166667,3006.166667,3542.166667,1.26E-07,6.03E-06,,99.67326481,99.49249671,25721283,25491503,393482,582695
337,12/3/2021,5551,5301,62303,7293,,5477.833333,4185.833333,4831.833333,29376,4896,4427316.75,0.135807262,8461.199861,0.5710577,3.426346201,0.075052566,,,1,178,220,4505,7282,117730,129517,1312,46,4046,147,5551,47.83333333,36.83333333,42.33333333,3984.5,3053.333333,3518.916667,1.51E-07,7.76E-06,,99.67349734,99.4895776,25725788,25498785,393528,586741
338,12/4/2021,4896,4676,62481,4842,,5351.5,3940,4645.75,25788,4298,4415191.917,0.135435335,8462.135158,0.549004467,3.294026801,0.078871977,,,1,-668,-630,3273,4834,63971,72078,1143,56,3529,168,4896,46.16666667,33.66666667,39.91666667,3903.666667,2868.166667,3385.916667,1.95E-07,1.12E-05,,99.67364731,99.48689788,25729061,25503619,393584,590270
339,12/5/2021,4298,4928,61813,3424,,5206.833333,3687.333333,4447.083333,25572,4262,4405704.167,0.1351443,8353.674591,0.532350558,3.194103351,0.09535211,,,1,-1674,-1632,1746,3422,52166,57334,1017,38,3093,150,4298,45.66666667,31.66666667,38.66666667,3790.5,2684.333333,3237.416667,3.58E-07,1.53E-05,,99.6737205,99.48447731,25730807,25507041,393622,593363
340,12/6/2021,4262,5894,60139,7003,,5020.166667,3462.5,4241.333333,29790,4965,4397833.083,0.134902855,8112.922816,0.522787339,3.136724036,0.080097773,,,1,112,148,4913,6991,90515,102419,1036,39,3056,131,4262,42.83333333,30,36.41666667,3653.666667,2505.833333,3079.75,1.23E-07,7.33E-06,,99.67398341,99.48242536,25735720,25514032,393661,596419
341,12/7/2021,4965,4817,60251,7302,,4822.833333,3269.5,4046.166667,30120,5020,4386588.75,0.134557937,8107.250269,0.499080025,2.99448015,0.075102488,,,1,458,495,4779,7297,117408,129484,1130,46,3642,147,4965,38.83333333,26.83333333,32.83333333,3499.666667,2376.166667,2937.916667,1.14E-07,6.68E-06,,99.67423235,99.47989061,25740499,25521329,393707,600061
342,12/8/2021,5020,4525,60709,6959,,4706.833333,3208.833333,3957.833333,32676,5446,4375240.583,0.134209834,8147.744803,0.485758137,2.91454882,0.089393665,,,1,-9,19,4895,6946,118604,130445,1162,41,3674,143,5020,39.33333333,25.33333333,32.33333333,3423.166667,2338,2880.583333,1.09E-07,6.83E-06,,99.6744924,99.47730185,25745394,25528275,393748,603735
343,12/9/2021,5446,5427,60700,8391,,4616.333333,3354.166667,3985.25,30348,5058,4364323.75,0.133874962,8126.210173,0.490419263,2.942515575,0.0823229,,,1,31,61,4948,8373,132709,146030,1207,53,4034,152,5446,36.83333333,28.5,32.66666667,3349.166667,2444.833333,2897,1.09E-07,5.70E-06,,99.67474556,99.47453841,25750342,25536648,393801,607769
344,12/10/2021,5058,4997,60731,7499,,4552.666667,3450.666667,4001.666667,27756,4626,4351947.5,0.133495322,8107.304406,0.493587815,2.96152689,0.077225799,,,1,-89,-64,3906,7487,116960,128353,1227,43,3631,157,5058,36,27.5,31.75,3302.666667,2498.833333,2900.75,1.34E-07,6.38E-06,,99.67494442,99.47205429,25754248,25544135,393844,611400
345,12/11/2021,4626,4690,60642,2899,,4400.166667,3285.833333,3843,20940,3490,4340446.833,0.133142541,8074.029965,0.47597049,2.855822941,0.089030705,,,1,-1938,-1909,1432,2891,69555,73878,1105,38,3339,144,4626,34.66666667,24,29.33333333,3177.666667,2380.333333,2779,3.38E-07,1.59E-05,,99.67499874,99.46939321,25755680,25547026,393882,614739
346,12/12/2021,3490,5399,58704,2539,,4240.666667,3067.333333,3654,21024,3504,4333704.833,0.132935731,7803.859158,0.468229875,2.809379252,0.074969338,,,1,-928,-897,1472,2531,65612,69615,803,27,2531,129,3490,31.66666667,23.5,27.58333333,3052.833333,2208.333333,2630.583333,3.19E-07,1.77E-05,,99.67506467,99.46741041,25757152,25549557,393909,617270
347,12/13/2021,3504,4401,57776,5566,,4177.166667,2880.333333,3528.75,24582,4097,4327511.833,0.132745762,7669.519131,0.460100554,2.760603323,0.074442675,,,1,-237,-204,4089,5554,124141,133784,796,29,2571,108,3504,32.33333333,22.83333333,27.58333333,2994,2059,2526.5,1.17E-07,7.87E-06,,99.67528618,99.4656866,25761241,25555111,393938,619841
348,12/14/2021,4097,4301,57539,5635,,4051.833333,2739.833333,3395.833333,23400,3900,4318417.083,0.132466782,7622.006152,0.445530122,2.673180734,0.079111559,,,1,-680,-652,4138,5629,156701,166468,953,43,2963,138,4097,30.33333333,19.83333333,25.08333333,2900.666667,1947,2423.833333,1.05E-07,7.48E-06,,99.67549893,99.46362985,25765379,25560740,393981,622804
349,12/15/2021,3900,4552,56859,5827,,3912.833333,2644.333333,3278.583333,25572,4262,4309386.25,0.132189762,7516.177693,0.436203542,2.617221253,0.087673016,,,1,-750,-723,4239,5819,164520,174578,879,24,2853,144,3900,27,18.83333333,22.91666667,2793,1889.5,2341.25,9.51E-08,7.08E-06,,99.67573354,99.46169273,25769618,25566559,394005,625657
350,12/16/2021,4262,4985,56109,6634,,3759,2714.333333,3236.666667,26172,4362,4300280.667,0.13191045,7401.363433,0.437306815,2.623840888,0.090858864,,,1,-780,-736,4437,6609,166254,177300,952,29,3110,171,4262,25.33333333,19.5,22.41666667,2687.666667,1935.166667,2311.416667,9.00E-08,6.23E-06,,99.67597583,99.45961238,25774055,25573168,394034,628767
351,12/17/2021,4362,5098,55329,5149,,3704,2809.5,3256.75,24498,4083,4290410,0.131607669,7281.720702,0.447250057,2.683500343,0.098230584,,,1,-1389,-1352,3082,5137,157023,165242,965,46,3172,179,4362,23.66666667,18.16666667,20.91666667,2637.666667,2008.833333,2323.25,1.23E-07,8.17E-06,,99.67612259,99.45733844,25777137,25578305,394080,631939
352,12/18/2021,4083,5435,53940,2355,,3732,2749.166667,3240.583333,18648,3108,4282004.25,0.131349824,7085.009486,0.457385885,2.744315309,0.068613274,,,1,-627,-593,1161,2337,70261,73759,1019,23,2895,146,4083,22.66666667,16,19.33333333,2663.333333,1965.166667,2314.25,3.09E-07,1.84E-05,,99.67617316,99.4550343,25778298,25580642,394103,634834
353,12/19/2021,3108,3701,53313,2246,,3691.5,2622.166667,3156.833333,15534,2589,4276408.667,0.13117818,6993.502308,0.451395194,2.708371166,0.071464746,,,1,-1262,-1221,1326,2230,77416,80972,691,22,2252,143,3108,21,13.83333333,17.41666667,2644.166667,1877.666667,2260.916667,2.46E-07,1.90E-05,,99.67623446,99.45328398,25779624,25582872,394125,637086
354,12/20/2021,2589,3810,52051,4754,,3718.833333,2520,3119.416667,18840,3140,4271005.833,0.131012449,6819.328976,0.457437481,2.744624884,0.082169411,,,1,-1166,-1137,3382,4734,141348,149464,651,21,1821,96,2589,19.5,13.5,16.5,2673.833333,1802.5,2238.166667,9.37E-08,9.08E-06,,99.67642,99.45216134,25783006,25587606,394146,638907
355,12/21/2021,3140,4277,50885,4766,,3800,2545.833333,3172.916667,21114,3519,4263132.417,0.130770933,6654.278927,0.476823515,2.860941089,0.100579739,,,1,-1618,-1599,3297,4746,163823,171866,740,25,2214,161,3140,19.83333333,12.33333333,16.08333333,2714.833333,1827.833333,2271.333333,9.59E-08,9.41E-06,,99.67659709,99.45069881,25786303,25592352,394171,641121
356,12/22/2021,3519,5118,49267,5006,,3807.5,2685.333333,3246.416667,21060,3510,4255193.5,0.130527408,6430.693809,0.504831479,3.028988874,0.101426919,,,1,-1517,-1487,3292,4999,173212,181503,822,28,2500,169,3519,18.66666667,13.33333333,16,2712.666667,1916.666667,2314.666667,9.87E-08,9.40E-06,,99.67677136,99.44901474,25789595,25597351,394199,643621
357,12/23/2021,3510,4997,47750,5623,,3845.166667,2817.833333,3331.5,21168,3528,4246941.083,0.130274266,6220.596219,0.535559596,3.213357578,0.094010471,,,1,-987,-961,3615,5605,172615,181835,754,17,2550,189,3510,19.16666667,14.5,16.83333333,2717.666667,2010.166667,2363.916667,9.75E-08,8.83E-06,,99.67697411,99.44735143,25793210,25602956,394216,646171
358,12/24/2021,3528,4489,46763,4155,,3862.5,2922.666667,3392.583333,18960,3160,4237986.583,0.129999588,6079.170754,0.558066794,3.348400764,0.094519171,,,1,-1283,-1260,2258,4135,137795,144188,771,26,2526,205,3528,20,14.66666667,17.33333333,2732,2063.166667,2397.583333,1.64E-07,1.24E-05,,99.67708798,99.44556461,25795468,25607091,394242,648697
359,12/25/2021,3160,4420,45480,1431,,3851.333333,2920.166667,3385.75,16668,2778,4230439,0.129768067,5901.851709,0.573675885,3.442055308,0.077814424,,,1,-778,-761,528,1426,24302,26256,672,13,2263,212,3160,20.83333333,15,17.91666667,2712.833333,2053,2382.916667,7.46E-07,3.67E-05,,99.67710887,99.44373547,25795996,25608517,394255,650960
360,12/26/2021,2778,3539,44702,1554,,3842.166667,2754.666667,3298.416667,16542,2757,4225622.25,0.129620314,5794.287295,0.569253214,3.415519285,0.10335108,,,1,-1891,-1863,873,1548,63253,65674,638,12,1952,176,2778,20.66666667,15.16666667,17.91666667,2676.666667,1916.666667,2296.666667,4.59E-07,3.32E-05,,99.67715127,99.4421906,25796869,25610065,394267,652912
361,12/27/2021,2757,4620,42811,5455,,3773.333333,2562.166667,3167.75,17382,2897,4220769.833,0.129471467,5542.802986,0.571506873,3.429041236,0.080213029,,,1,-568,-537,3340,5438,123965,132743,589,15,1975,178,2757,19.83333333,14.33333333,17.08333333,2603.333333,1764.333333,2183.833333,1.19E-07,9.38E-06,,99.67733913,99.44102268,25800209,25615503,394282,654887
362,12/28/2021,2897,3434,42243,5087,,3697.666667,2511.666667,3104.666667,22098,3683,4212147.083,0.129206966,5458.089854,0.568819266,3.412915598,0.102312809,,,1,-667,-639,3481,5073,148806,157360,603,15,2099,180,2897,19.83333333,13.5,16.66666667,2542.333333,1718.5,2130.416667,1.13E-07,9.94E-06,,99.67753539,99.43971252,25803690,25620576,394297,656986
363,12/29/2021,3683,4322,41576,5272,,3665.666667,2537.833333,3101.75,23982,3997,4203955.417,0.128955688,5361.461669,0.578526938,3.471161625,0.095824514,,,1,-14,13,3438,5266,181350,190054,730,19,2678,256,3683,19.66666667,14,16.83333333,2495,1741.333333,2118.166667,1.18E-07,9.67E-06,,99.67772573,99.43792154,25807128,25625842,394316,659664
364,12/30/2021,3997,3984,41562,5083,,3643.166667,2621,3132.083333,21438,3573,4195581.667,0.128698824,5348.980529,0.585547716,3.513286298,0.095953034,,,1,-432,-415,3480,5054,201564,210098,881,19,2796,301,3997,20,14.16666667,17.08333333,2476.666667,1773.166667,2124.916667,1.18E-07,1.01E-05,,99.67791856,99.43601006,25810608,25630896,394335,662460
365,12/31/2021,3573,3988,41130,4719,,3644.166667,2714.5,3179.333333,20316,3386,4187366.583,0.128446828,5283.018024,0.601802477,3.610814863,0.086238755,,,1,-187,-161,2760,4682,177947,185389,738,19,2513,303,3573,19.5,13.83333333,16.66666667,2465,1827,2146,1.47E-07,1.11E-05,,99.67806821,99.43430976,25813368,25635578,394354,664973
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.80E-07,2.48E-06,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000028,0.00000248,,,,,,,
